,doi,forum,forum id,paper id,title,year
1113,10.1145/3236024.3264586,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/GulzarWK18,BigSift - automated debugging of big data analytics in data-intensive scalable computing.,2018
1114,10.1145/3236024.3236047,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/HashimotoMI18,Automated patch extraction via syntax- and semantics-aware Delta debugging on source code changes.,2018
1115,10.1145/3236024.3236037,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/LehmannP18,Feedback-directed differential testing of interactive debuggers.,2018
1116,10.1145/3236024.3236071,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/LuLL018,CloudRaid - hunting concurrency bugs in the cloud via log-mining.,2018
1117,10.1145/3236024.3236082,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/MaLLZG18,MODE - automated neural network model debugging via state differential analysis and input selection.,2018
1118,10.1145/3236024.3275534,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/MansoorSSBCF18,Modeling and testing a family of surgical robots - an experience report.,2018
1119,10.1145/3236024.3264599,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/QuerelR18,WarningsGuru - integrating statistical bug models with static analysis to provide timely and specific bug warnings.,2018
1120,10.1145/3236024.3275529,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/RahmanR18,"The impact of failing, flaky, and high failure tests on the number of crash reports associated with Firefox builds.",2018
1121,10.1145/3236024.3236084,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/RoyPDH18,Bug synthesis - challenging bug-finding tools with deep faults.,2018
1122,10.1145/3236024.3275439,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/Tomassi18,Bugs in the wild - examining the effectiveness of static analyzers at finding real-world bugs.,2018
1123,10.1145/3236024.3236031,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/WoodRAM18,Detecting speech act types in developer question/answer conversations during bug repair.,2018
1124,10.1145/3236024.3275428,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/Zhou18,Intelligent bug fixing with software bug knowledge graph.,2018
1125,10.1145/3106237.3106278,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/BagherzadehHD17,"Model-level, platform-independent debugging in the context of the model-driven development of real-time systems.",2017
1126,10.1145/3106237.3106255,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/BohmeS0UZ17,Where is the bug and how is it fixed? an experiment with practitioners.,2017
1127,10.1145/3106237.3106285,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/ChaparroLZMPMBN17,Detecting missing information in bug descriptions.,2017
1128,10.1145/3106237.3117776,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/LeeHLKJ17,Applying deep learning based automatic bug triager to industrial projects.,2017
1129,10.1145/3106237.3106300,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/TianR17,Automatically diagnosing and repairing error handling bugs in C.,2017
1130,10.1145/3106237.3106263,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/VermaR17,Synergistic debug-repair of heap manipulations.,2017
1131,10.1145/3106237.3117771,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/ZhouS17,Automated identification of security issues from commit messages and bug reports.,2017
1132,10.1145/2786805.2786819,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/ChenK15,Crowd debugging.,2015
1133,10.1145/2786805.2803179,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/DovgalyukDM15,Don&apos;t panic - reverse debugging of kernel drivers.,2015
1134,10.1145/2786805.2786862,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/FengCJFX15,Test report prioritization to assist crowdsourced testing.,2015
1135,10.1145/2786805.2786846,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/HammoudiBBR15,On the use of delta debugging to reduce recordings and facilitate debugging of web applications.,2015
1136,10.1145/2786805.2786860,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/JensenSSC15,MemInsight - platform-independent memory debugging for JavaScript.,2015
1137,10.1145/2786805.2786880,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/LeOL15,Information retrieval and spectrum based bug localization - better together.,2015
1138,10.1145/2786805.2807557,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/Moran15,Enhancing Android application bug reporting.,2015
1139,10.1145/2786805.2786857,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/MoranVBP15,Auto-completing bug reports for Android applications.,2015
1140,10.1145/2491411.2494582,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/GongZ13,BugMap - a topographic map of bugs.,2013
1141,10.1145/2491411.2491422,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/LiangWXM13,Inferring project-specific bug patterns for detecting sibling bugs.,2013
1142,10.1145/2491411.2501854,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/McPeakGR13,Scalable and incremental software bug detection.,2013
1143,10.1145/2491411.2494580,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/MusluBM13,Data debugging with continuous testing.,2013
1144,10.1145/2491411.2491449,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/SunK13,Mining succinct predicated bug signatures.,2013
1145,10.1145/2025113.2025136,SIGSOFT FSE,conf/esec,conf/sigsoft/BaahPH11,Mitigating the confounding effects of program dependences for effective fault localization.,2011
1146,10.1145/2025113.2025184,SIGSOFT FSE,conf/esec,conf/sigsoft/MirghasemiBP11,Querypoint - moving backwards on wrong values in the buggy execution.,2011
1147,10.1145/2024587.2024595,WoSQ@ESEC/FSE,conf/esec,conf/sigsoft/MisirliM0B11,An explanatory analysis on eclipse beta-release bugs through in-process metrics.,2011
1148,10.1145/2025113.2025202,SIGSOFT FSE,conf/esec,conf/sigsoft/MusluSW11,Finding bugs by isolating unit tests.,2011
1149,10.1145/2025113.2025157,SIGSOFT FSE,conf/esec,conf/sigsoft/RahmanPHBD11,BugCache for inspections - hit or miss?,2011
1150,10.1145/2025113.2025137,SIGSOFT FSE,conf/esec,conf/sigsoft/SahaNDNSC11,Fault localization for data-centric programs.,2011
1151,10.1145/2025113.2025163,SIGSOFT FSE,conf/esec,conf/sigsoft/TamrawiNAN11,Fuzzy set and cache-based approach for bug triaging.,2011
1152,10.1145/2025113.2025120,SIGSOFT FSE,conf/esec,conf/sigsoft/WuZKC11,ReLink - recovering links between bugs and changes.,2011
1153,10.1145/2025113.2025121,SIGSOFT FSE,conf/esec,conf/sigsoft/YinYZPB11,How do fixes become bugs?,2011
1154,10.1145/1595696.1595766,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/AshokJLRSV09,DebugAdvisor - a recommender system for debugging.,2009
1155,10.1145/1595696.1595716,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/BirdBADBFD09,Fair and balanced? - bias in bug-fix datasets.,2009
1156,10.1145/1595696.1595715,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/JeongKZ09,Improving bug triage with bug tossing graphs.,2009
1157,10.1145/1595696.1595746,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/KnabKP09,Smart views for analyzing problem reports - tool demo.,2009
1158,10.1145/1595696.1595704,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/QiRLV09,Darwin - an approach for debugging evolving programs.,2009
1159,10.1145/1595696.1595736,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/Zeller09,Debugging debugging - acm sigsoft impact paper award keynote.,2009
1160,10.1145/1287624.1287653,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/DolbyVT07,Finding bugs efficiently with a SAT solver.,2007
1161,10.1145/1287624.1287634,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/JiangSC07,Context-based detection of clone-related bugs.,2007
1162,10.1145/1081706.1081762,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/HochsteinBZHC05,Combining self-reported and automatic data to improve programming effort measurement.,2005
1163,10.1145/1081706.1081753,ESEC/SIGSOFT FSE,conf/esec,conf/sigsoft/LiuYFHM05,SOBER - statistical model-based bug localization.,2005
1164,10.1145/940071.940077,ESEC / SIGSOFT FSE,conf/esec,conf/sigsoft/JeffordsH03,A strategy for efficiently verifying requirements.,2003
1165,10.1145/940071.940114,ESEC / SIGSOFT FSE,conf/esec,conf/sigsoft/LivshitsL03,Tracking pointers with path and context sensitivity for bug detection in C programs.,2003
1166,10.1145/503209.503256,ESEC / SIGSOFT FSE,conf/esec,conf/sigsoft/AmbriolaG01,8th European workshop on software process technology - report and future directions.,2001
1167,10.1007/3-540-48166-4_19,ESEC / SIGSOFT FSE,conf/esec,conf/esec/GyimothyBF99,An Efficient Relevant Slicing Method for Debugging.,1999
1168,10.1007/3-540-48166-4_17,ESEC / SIGSOFT FSE,conf/esec,conf/esec/JaramilloGS99,Comparison Checking - An Approach to Avoid Debugging of Optimized Code.,1999
1169,10.1007/3-540-63531-9_21,ESEC / SIGSOFT FSE,conf/esec,conf/esec/LandSJ98,Validating the Defect Detection Performance Advantage of Group Designs for Software Reviews - Report of a Laboratory Experiment Using Program Code.,1997
1170,10.1007/3-540-63531-9_36,ESEC / SIGSOFT FSE,conf/esec,conf/esec/Obbink98,"Analysis of Software Architectures in High and Low Volume Electronic Systems, Industrial Experience Report.",1997
1171,10.1007/3-540-57209-0_33,ESEC,conf/esec,conf/esec/Bourdoncle93,Assertion-based Debugging of Imperative Programs by Abstract Interpretation.,1993
1172,10.1007/3-540-51635-2_44,ESEC,conf/esec,conf/esec/Shutt89,A Rigorous Development Strategy Using the OBJ Specification Language and the MALPAS Program Analysis Tools.,1989
1173,10.1007/S12065-019-00289-4,Evol. Intell.,journals/evi,journals/evi/KalyampudiKKS21,A work load prediction strategy for power optimization on cloud based data centre using deep machine learning.,2021
1174,10.1007/S12065-019-00318-2,Evol. Intell.,journals/evi,journals/evi/MaruDKM21,Software fault localization using BP neural network based on function and branch coverage.,2021
1175,10.1007/S12065-020-00355-2,Evol. Intell.,journals/evi,journals/evi/AliM20,Difficult first strategy GP - an inexpensive sampling technique to improve the performance of genetic programming.,2020
1176,10.1007/S12065-019-00335-1,Evol. Intell.,journals/evi,journals/evi/YarlagaddaKA20,Incremental document clustering using fuzzy-based optimization strategy.,2020
1177,10.1007/S12065-015-0130-1,Evol. Intell.,journals/evi,journals/evi/NakataLT15,Rule reduction by selection strategy in XCS with adaptive action map.,2015
1178,10.1007/S12065-013-0092-0,Evol. Intell.,journals/evi,journals/evi/RuddMU13,A multi-core parallelization strategy for statistical significance testing in learning classifier systems.,2013
1179,10.1007/S12065-010-0035-Y,Evol. Intell.,journals/evi,journals/evi/Kramer10,Evolutionary self-adaptation - a survey of operators and strategy parameters.,2010
1180,10.1007/S11704-019-9015-2,Frontiers Comput. Sci.,journals/fcsc,journals/fcsc/MajumdarBMSB21,A novel DNA-inspired encryption strategy for concealing cloud storage.,2021
1181,10.1007/S11704-019-9099-8,Frontiers Comput. Sci.,journals/fcsc,journals/fcsc/MansouriJZ21,Hierarchical data replication strategy to improve performance in cloud computing.,2021
1182,10.1007/S11704-020-9441-1,Frontiers Comput. Sci.,journals/fcsc,journals/fcsc/SunZWDBC21,Experience report - investigating bug fixes in machine learning frameworks/libraries.,2021
1183,10.1007/S11704-020-9263-1,Frontiers Comput. Sci.,journals/fcsc,journals/fcsc/YangQML21,Evaluating the usage of fault localization in automated program repair - an empirical study.,2021
1184,10.1007/S11704-019-9176-Z,Frontiers Comput. Sci.,journals/fcsc,journals/fcsc/YangYLHL21,Software debugging analysis based on developer behavior data.,2021
1185,10.1007/S11704-019-9107-Z,Frontiers Comput. Sci.,journals/fcsc,journals/fcsc/GaoLL20,An adaptive strategy for statistics collecting in distributed database.,2020
1186,10.1007/S11704-018-7308-5,Frontiers Comput. Sci.,journals/fcsc,journals/fcsc/ChenJCHN19,Automatic test report augmentation to assist crowdsourced testing.,2019
1187,10.1007/S11704-017-6512-Z,Frontiers Comput. Sci.,journals/fcsc,journals/fcsc/FeyziP19,Inforence - effective fault localization based on information-theoretic analysis and statistical causal inference.,2019
1188,10.1007/S11704-016-6383-8,Frontiers Comput. Sci.,journals/fcsc,journals/fcsc/WangLLZ19,DFTracker - detecting double-fetch bugs by multi-taint parallel tracking.,2019
1189,10.1007/S11704-016-5131-4,Frontiers Comput. Sci.,journals/fcsc,journals/fcsc/LiuL16,Major motivations for extract method refactorings - analysis based on interviews and change histories.,2016
1190,10.1007/S11704-015-4559-2,Frontiers Comput. Sci.,journals/fcsc,journals/fcsc/LiuLZL16,An efficient trust negotiation strategy towards the resource-limited mobile commerce environment.,2016
1191,10.1007/S11704-016-5182-6,Frontiers Comput. Sci.,journals/fcsc,journals/fcsc/Mansouri16,Adaptive data replication strategy in cloud computing for performance improvement.,2016
1192,10.1007/S11704-016-5226-Y,Frontiers Comput. Sci.,journals/fcsc,journals/fcsc/SunPLLW16,IPSETFUL - an iterative process of selecting test cases for effective fault localization by exploring concept lattice of program spectra.,2016
1193,10.1007/S11704-014-3496-9,Frontiers Comput. Sci.,journals/fcsc,journals/fcsc/ChawlaCR15,A novel strategy for automatic test data generation using soft computing technique.,2015
1194,10.1007/S11704-014-3480-4,Frontiers Comput. Sci.,journals/fcsc,journals/fcsc/ChenYTHYZ15,A new fragment re-allocation strategy for NoSQL database systems.,2015
1195,10.1007/S11704-014-3008-Y,Frontiers Comput. Sci.,journals/fcsc,journals/fcsc/GuoLCP14,A hybrid multi-objective PSO algorithm with local search strategy for VLSI partitioning.,2014
1196,10.1007/S11704-014-3312-6,Frontiers Comput. Sci.,journals/fcsc,journals/fcsc/LiDZWX14,An intelligent market making strategy in algorithmic trading.,2014
1197,10.1007/S11704-012-1097-Z,Frontiers Comput. Sci.,journals/fcsc,journals/fcsc/JiangG12,Bus holding strategy based on shuffled complex evolution method.,2012
1198,10.1007/S11704-007-0033-0,Frontiers Comput. Sci. China,journals/fcsc,journals/fcsc/JiangY07,An optimal replication strategy for data grid systems.,2007
1199,10.1007/S11704-007-0032-1,Frontiers Comput. Sci. China,journals/fcsc,journals/fcsc/WangLYS07,Performance analysis of a dependable scheduling strategy based on a fault-tolerant grid model.,2007
1200,10.1109/ACCESS.2021.3069248,IEEE Access,journals/access,journals/access/AhmedBS21,CaPBug-A Framework for Automatic Bug Categorization and Prioritization Using NLP and Machine Learning Algorithms.,2021
1201,10.1109/ACCESS.2021.3087086,IEEE Access,journals/access,journals/access/Al-KaseemTAA21,Optimized Energy - Efficient Path Planning Strategy in WSN With Multiple Mobile Sinks.,2021
1202,10.1109/ACCESS.2021.3056534,IEEE Access,journals/access,journals/access/BalochM21,An Intelligent Data Mining-Based Fault Detection and Classification Strategy for Microgrid.,2021
1203,10.1109/ACCESS.2020.3046660,IEEE Access,journals/access,journals/access/BaoWW21,Moedling and Control Strategy of a Multi-Pump Multi-Actuator Hydraulic System With On/Off Valve Matrix.,2021
1204,10.1109/ACCESS.2021.3080576,IEEE Access,journals/access,journals/access/BattiatoGGP21,First Quantization Estimation by a Robust Data Exploitation Strategy of DCT Coefficients.,2021
1205,10.1109/ACCESS.2021.3058067,IEEE Access,journals/access,journals/access/BhuiyanSR21,Security Bug Report Usage for Software Vulnerability Research - A Systematic Mapping Study.,2021
1206,10.1109/ACCESS.2021.3083412,IEEE Access,journals/access,journals/access/BuroniLB21,AST-MTL - An Attention-Based Multi-Task Learning Strategy for Traffic Forecasting.,2021
1207,10.1109/ACCESS.2021.3054469,IEEE Access,journals/access,journals/access/CaiLAH21,Vision-Based Fall Detection Using Dense Block With Multi-Channel Convolutional Fusion Strategy.,2021
1208,10.1109/ACCESS.2021.3052005,IEEE Access,journals/access,journals/access/CaoHWQGFZ21,All-Wheel-Drive Torque Distribution Strategy for Electric Vehicle Optimal Efficiency Considering Tire Slip.,2021
1209,10.1109/ACCESS.2021.3061969,IEEE Access,journals/access,journals/access/CaoLLH21,Enhanced System Design and Scheduling Strategy for Switches in Time-Sensitive Networking.,2021
1210,10.1109/ACCESS.2021.3075948,IEEE Access,journals/access,journals/access/CaoS21,An Adaptive Multi-Strategy Artificial Bee Colony Algorithm for Integrated Process Planning and Scheduling.,2021
1211,10.1109/ACCESS.2020.3048978,IEEE Access,journals/access,journals/access/CaoWZHL21,Decarbonization Scheduling Strategy Optimization for Electricity-Gas System Considering Electric Vehicles and Refined Operation Model of Power-to-Gas.,2021
1212,10.1109/ACCESS.2021.3053594,IEEE Access,journals/access,journals/access/CaoYCZ21,A Novel Coverage Optimization Strategy for Heterogeneous Wireless Sensor Networks Based on Connectivity and Reliability.,2021
1213,10.1109/ACCESS.2021.3064413,IEEE Access,journals/access,journals/access/Chen21a,A Control Strategy of Islanded Microgrid With Nonlinear Load for Harmonic Suppression.,2021
1214,10.1109/ACCESS.2021.3059772,IEEE Access,journals/access,journals/access/ChenBH21,Synchronization of CVNNs - A Time-Scale Impulsive Strategy.,2021
1215,10.1109/ACCESS.2021.3068768,IEEE Access,journals/access,journals/access/ChenCSYH21,Adversarial Attacks Against Reinforcement Learning-Based Portfolio Management Strategy.,2021
1216,10.1109/ACCESS.2021.3077075,IEEE Access,journals/access,journals/access/ChenCZYLZMS21,Optimal Strategy for Cyberspace Mimic Defense Based on Game Theory.,2021
1217,10.1109/ACCESS.2021.3055289,IEEE Access,journals/access,journals/access/ChenMWY21,Real-Time Energy Management Strategy of Multi-Wheel Electric Drive Vehicles With Load Power Prediction Function.,2021
1218,10.1109/ACCESS.2021.3057386,IEEE Access,journals/access,journals/access/ChenSL21,An Improved Deadbeat Control Strategy Based on Repetitive Prediction Against Grid Frequency Fluctuation for Active Power Filter.,2021
1219,10.1109/ACCESS.2021.3065020,IEEE Access,journals/access,journals/access/ChenWLLYL21,Research on Manipulation Strategy and Flight Test of the Quad Tilt Rotor in Conversion Process.,2021
1220,10.1109/ACCESS.2021.3059499,IEEE Access,journals/access,journals/access/ChenYX21,Surface-Electromyography-Based Gesture Recognition Using a Multistream Fusion Strategy.,2021
1221,10.1109/ACCESS.2020.3046327,IEEE Access,journals/access,journals/access/ChengZYCWLWZ21,General Three-Population Multi-Strategy Evolutionary Games for Long-Term On-Grid Bidding of Generation-Side Electricity Market.,2021
1222,10.1109/ACCESS.2021.3067691,IEEE Access,journals/access,journals/access/ChoPS21,Equity Research Report-Driven Investment Strategy in Korea Using Binary Classification on Stock Price Direction.,2021
1223,10.1109/ACCESS.2021.3075983,IEEE Access,journals/access,journals/access/CiancariniFMSYZ21,Non Verbal Communication in Software Engineering - An Empirical Study.,2021
1224,10.1109/ACCESS.2021.3051198,IEEE Access,journals/access,journals/access/DaWLQ21,A Rapid and Accurate Technique With Updating Strategy for Surface Defect Inspection of Pipelines.,2021
1225,10.1109/ACCESS.2021.3073207,IEEE Access,journals/access,journals/access/DaiYLLW21,Integrated Morphing Strategy and Trajectory Optimization of a Morphing Waverider and Its Online Implementation Based on the Neural Network.,2021
1226,10.1109/ACCESS.2021.3050780,IEEE Access,journals/access,journals/access/DehkordiCLRG21,Energy Efficient and Safe Control Strategy for Electric Vehicles Including Driver Preference.,2021
1227,10.1109/ACCESS.2021.3067949,IEEE Access,journals/access,journals/access/Dhar21,Multistage Ensemble Learning Model With Weighted Voting and Genetic Algorithm Optimization Strategy for Detecting Chronic Obstructive Pulmonary Disease.,2021
1228,10.1109/ACCESS.2020.3046887,IEEE Access,journals/access,journals/access/DinAAAMR21,Left-Right-Front Caching Strategy for Vehicular Networks in ICN-Based Internet of Things.,2021
1229,10.1109/ACCESS.2021.3071130,IEEE Access,journals/access,journals/access/DongXLZC21,FPGA-Based High-Performance Double-Loop PDF Control Strategy for PMSM.,2021
1230,10.1109/ACCESS.2021.3051672,IEEE Access,journals/access,journals/access/DongXZM21,A High-Efficient Joint &apos;Cloud-Edge&apos; Aware Strategy for Task Deployment and Load Balancing.,2021
1231,10.1109/ACCESS.2021.3058135,IEEE Access,journals/access,journals/access/DuroPGS21,Segment Switching - A New Switching Strategy for Optical HPC Networks.,2021
1232,10.1109/ACCESS.2021.3090078,IEEE Access,journals/access,journals/access/EhsanIUE21,A Single Image Dehazing Technique Using the Dual Transmission Maps Strategy and Gradient-Domain Guided Image Filtering.,2021
1233,10.1109/ACCESS.2021.3052128,IEEE Access,journals/access,journals/access/EltamalyAAA21,A Novel Demand Response Strategy for Sizing of Hybrid Energy System With Smart Grid Concepts.,2021
1234,10.1109/ACCESS.2021.3064432,IEEE Access,journals/access,journals/access/FengLH21,Presale Strategy for a Dual-Channel Retailer Considering Sales Effort.,2021
1235,10.1109/ACCESS.2021.3049837,IEEE Access,journals/access,journals/access/FuWLYP21,Lightweight Fault Detection Strategy for Wireless Sensor Networks Based on Trend Correlation.,2021
1236,10.1109/ACCESS.2021.3064296,IEEE Access,journals/access,journals/access/Gao21,Simulated Software Testing Process and Its Optimization Considering Heterogeneous Debuggers and Release Time.,2021
1237,10.1109/ACCESS.2021.3053396,IEEE Access,journals/access,journals/access/GaoGLZDZ21,A Hybrid Tracking Control Strategy for Nonholonomic Wheeled Mobile Robot Incorporating Deep Reinforcement Learning Approach.,2021
1238,10.1109/ACCESS.2021.3054311,IEEE Access,journals/access,journals/access/GaoY21,Study on the Optimal Strategy of Missile Interception.,2021
1239,10.1109/ACCESS.2021.3067815,IEEE Access,journals/access,journals/access/GiampaBMTT21,A Data-Aware Scheduling Strategy for Executing Large-Scale Distributed Workflows.,2021
1240,10.1109/ACCESS.2021.3060784,IEEE Access,journals/access,journals/access/GouthamH21,NOMA Based Cooperative Relaying Strategy for Underwater Acoustic Sensor Networks Under Imperfect SIC and Imperfect CSI - A Comprehensive Analysis.,2021
1241,10.1109/ACCESS.2021.3071427,IEEE Access,journals/access,journals/access/GuiC21,A Cache Placement Strategy Based on Entropy Weighting Method and TOPSIS in Named Data Networking.,2021
1242,10.1109/ACCESS.2021.3051654,IEEE Access,journals/access,journals/access/GuoDBZ21,A Bi-Level Model for the Bidding Strategy of an Inter-Regional Electricity Trading Aggregator Considering Reliability Requirements and Transmission Losses.,2021
1243,10.1109/ACCESS.2021.3050409,IEEE Access,journals/access,journals/access/HaoSLG21,The Eco-Driving Considering Coordinated Control Strategy for the Intelligent Electric Vehicles.,2021
1244,10.1109/ACCESS.2021.3050796,IEEE Access,journals/access,journals/access/HaoWCLZ21,Research on Control Strategy of Two Dimensional Output Force Vibration Damping Electric Actuator.,2021
1245,10.1109/ACCESS.2021.3051502,IEEE Access,journals/access,journals/access/HaoWJH21,Analysis of Resilience Under Repair Strategy in Interdependent Mechatronic System.,2021
1246,10.1109/ACCESS.2021.3092019,IEEE Access,journals/access,journals/access/HeDJ21,A Heuristic Grafting Strategy for Manufacturing Knowledge Graph Extending and Completion Based on Nature Language Processing - KnowTree.,2021
1247,10.1109/ACCESS.2021.3091500,IEEE Access,journals/access,journals/access/HeZWS21,Parasitism or Symbiosis? A Selection of R&amp;D Strategy From the Perspective of Responsibility Paradox.,2021
1248,10.1109/ACCESS.2021.3056175,IEEE Access,journals/access,journals/access/HouZLCH21,Automatic Report Generation for Chest X-Ray Images via Adversarial Reinforcement Learning.,2021
1249,10.1109/ACCESS.2021.3082186,IEEE Access,journals/access,journals/access/HuangMH21,Novel Deep Reinforcement Algorithm With Adaptive Sampling Strategy for Continuous Portfolio Optimization.,2021
1250,10.1109/ACCESS.2021.3062829,IEEE Access,journals/access,journals/access/HuangTJPZ21,An Electronic Line-Shafting Control Strategy Based on Sliding Mode Observer for Distributed Driving Electric Vehicles.,2021
1251,10.1109/ACCESS.2020.3048048,IEEE Access,journals/access,journals/access/HwangYKM21,Retail Electricity Pricing Strategy via an Artificial Neural Network-Based Demand Response Model of an Energy Storage System.,2021
1252,10.1109/ACCESS.2021.3090763,IEEE Access,journals/access,journals/access/JeonPKL21,Study on Battery Charging Strategy of Electric Vehicles Considering Battery Capacity.,2021
1253,10.1109/ACCESS.2021.3053356,IEEE Access,journals/access,journals/access/JianYYLJCL21,On-Line Precision Calibration of Mobile Manipulators Based on the Multi-Level Measurement Strategy.,2021
1254,10.1109/ACCESS.2020.3045586,IEEE Access,journals/access,journals/access/JiangLHZ21,A Priority-Based Conflict Resolution Strategy for Airport Surface Traffic Considering Suboptimal Alternative Paths.,2021
1255,10.1109/ACCESS.2021.3091772,IEEE Access,journals/access,journals/access/JouiniGTI21,Upscaling Strategy to Simulate Permeability in a Carbonate Sample Using Machine Learning and 3D Printing.,2021
1256,10.1109/ACCESS.2021.3051144,IEEE Access,journals/access,journals/access/KhanK21,Improving the Transient Response of Hybrid Energy Storage System for Voltage Stability in DC Microgrids Using an Autonomous Control Strategy.,2021
1257,10.1109/ACCESS.2021.3093336,IEEE Access,journals/access,journals/access/KhurshidMOSAM21,An Improved Evolution Strategy Hybridization With Simulated Annealing for Permutation Flow Shop Scheduling Problems.,2021
1258,10.1109/ACCESS.2021.3076679,IEEE Access,journals/access,journals/access/KimKK21,Data-Driven Bidding Strategy for DER Aggregator Based on Gated Recurrent Unit-Enhanced Learning Particle Swarm Optimization.,2021
1259,10.1109/ACCESS.2021.3079640,IEEE Access,journals/access,journals/access/KoK21,Operation Strategy for Maximizing Revenue of an Energy Storage System With a Photovoltaic Power Plant Considering the Incentive for Forecast Accuracy in South Korea.,2021
1260,10.1109/ACCESS.2021.3071415,IEEE Access,journals/access,journals/access/KomurcugilBM21,Passivity-Based Control Strategy With Improved Robustness for Single-Phase Three-Level T-Type Rectifiers.,2021
1261,10.1109/ACCESS.2020.3036250,IEEE Access,journals/access,journals/access/KongWQC21,Sparse Representation Classification With Structured Dictionary Design Strategy for Rotating Machinery Fault Diagnosis.,2021
1262,10.1109/ACCESS.2021.3083544,IEEE Access,journals/access,journals/access/LahdhiriAAT21,An Improved Fault Diagnosis Strategy for Process Monitoring Using Reconstruction Based Contributions.,2021
1263,10.1109/ACCESS.2020.3047497,IEEE Access,journals/access,journals/access/LeeC21,Reinforcement Learning Based on Equivalent Consumption Minimization Strategy for Optimal Control of Hybrid Electric Vehicles.,2021
1264,10.1109/ACCESS.2021.3072903,IEEE Access,journals/access,journals/access/LeeC21a,Energy Management Strategy of Fuel Cell Electric Vehicles Using Model-Based Reinforcement Learning With Data-Driven Model Update.,2021
1265,10.1109/ACCESS.2021.3079903,IEEE Access,journals/access,journals/access/LeeJPKLK21,A Real-Time Intelligent Energy Management Strategy for Hybrid Electric Vehicles Using Reinforcement Learning.,2021
1266,10.1109/ACCESS.2021.3071517,IEEE Access,journals/access,journals/access/LeeOK21,On-Chip Error Detection Reusing Built-In Self-Repair for Silicon Debug.,2021
1267,10.1109/ACCESS.2021.3072550,IEEE Access,journals/access,journals/access/LeeW21,Optimal Operation Strategy of Virtual Power Plant Considering Real-Time Dispatch Uncertainty of Distributed Energy Resource Aggregation.,2021
1268,10.1109/ACCESS.2020.3045052,IEEE Access,journals/access,journals/access/LiQZYZMF21,An Overmodulation Strategy for Matrix Converter Under Unbalanced Input Voltages.,2021
1269,10.1109/ACCESS.2021.3057445,IEEE Access,journals/access,journals/access/LiWLNLSHHX21,Wind-Thermal-CSP Bundling Model With an Adjustable Heat Storage Strategy for CSP Stations.,2021
1270,10.1109/ACCESS.2021.3086878,IEEE Access,journals/access,journals/access/LinCI21,A Framework for Improving Fault Localization Effectiveness Based on Fuzzy Expert System.,2021
1271,10.1109/ACCESS.2021.3052924,IEEE Access,journals/access,journals/access/LinZB21,A Fully Filter-Based Decentralized Control With State of Charge Balancing Strategy for Battery Energy Storage Systems in Autonomous DC Microgrid Applications.,2021
1272,10.1109/ACCESS.2021.3086002,IEEE Access,journals/access,journals/access/LiuGWD21,Research on Bidding Strategy of Thermal Power Companies in Electricity Market Based on Multi-Agent Deep Deterministic Policy Gradient.,2021
